event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MEX86441,"13 April 2024",2024,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sonora,Caborca,,Caborca,30.7166,-112.1562,1,"Entorno Informativo",Subnational,"Around 13 April 2024 (as reported), in Caborca, Sonora, two men were killed and their bodies were found beheaded around the area known as Desemboque. The victims were identified as members of a criminal organization, according to police investigations. 2 fatalities.",2,,1719876472
MEX86238,"13 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Tabasco,Centro,,Villahermosa,17.9878,-92.9194,1,"Tabasco Hoy",Subnational,"On 13 April 2024, in Villahermosa, Tabasco, two armed men shot and killed a man inside a the mall 'Plaza Sendero'. The victim was an ex-convict recently released from the Huimanguillo prison. According to the investigations, he was a member of a criminal organization responsible for the management and collection of human trafficking. 1 fatality.",1,,1725317936
MEX86233,"13 April 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Armed Group (Mexico)",,"Political militia","Tarecuato Indigenous Militia (Mexico)",,"Identity militia","Political militia-Identity militia",,484,"North America",Mexico,"Michoacan de Ocampo",Tangamandapio,,Tarecuato,19.8435,-102.4646,1,"24 Horas (Mexico)",National,"On 13 April 2024, in Tarecuato, Michoacan, an unknown actor attacked the indigenous community police facilities with bombs by drones. There were no casualties.",0,,1727134595
MEX86027,"12 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Guerrero,"Leonardo Bravo",,Chichihualco,17.6608,-99.6773,1,"La Jornada",National,"On 12 April 2024, in Chichihualco, Guerrero, two armed groups clashed after one of the groups set a (narco) roadblock in Atlixtac, a nearby town. The community says that the clashes have been ongoing for more than one week, and curfews have been imposed by the groups. Casualties unknown.",0,,1713223323
MEX86152,"12 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tabasco,Centro,,"Playas del Rosario",17.8528,-92.9301,1,"Tabasco Hoy",Subnational,"On 12 April 2024, in Playas del Rosario, Tabasco, a group of armed individuals ambushed members of the military forces who repelled the attack in colonia Revolucion Mexicana. Three people were captured, one died as a result, and three were injured. 1 fatality, 3 injured.",1,,1715049544
MEX85995,"12 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Celaya,,Celaya,20.5215,-100.814,1,"Milenio; Zona Franca",Subnational-National,"On 12 April 2024, in Celaya, Guanajuato, armed individuals ambushed two police officers in colonia Industrial when they were patrolling the area. There were no arrested people or injured.",0,,1719274855
MEX86409,"12 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Puebla,Puebla,,"Heroica Puebla de Zaragoza",19.044,-98.1975,1,E-Consulta,Subnational,"On 12 April 2024, in Heroica Puebla de Zaragoza, Puebla, a drug dealer was killed by two armed men on a motorcycle in Colonia Popular Coatepec. His 6-year-old daughter was also injured. According to the investigations, the event is related to a fight between criminal members. 1 fatality, 1 injured.",1,,1719274855
MEX86026,"11 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Guerrero,"Leonardo Bravo",,Chichihualco,17.6608,-99.6773,1,"El Norte",Subnational,"On 11 April 2024, in Chichihualco, Guerrero, there was an armed clash between two rival groups of organized crime. Casualties unknown.",0,,1713223323
MEX86059,"11 April 2024",2024,1,"Political violence",Battles,"Armed clash","Los Viagras Gang",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Buenavista,,"La Ruana",19.1623,-102.7074,1,"El Universal (Mexico); La Jornada; La Silla Rota; Milenio; MiMorelia",Subnational-National,"On 11 April 2024, in La Ruana, Michoacan de Ocampo, members of Los Viagras Gang clashed with a rival group. Drones with explosives and shots were reported. A boy was injured on his leg as a result.",0,,1725317936
MEX86155,"11 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Tabasco,Centro,,Villahermosa,17.9878,-92.9194,1,"24 Horas (Mexico); El Norte; La Silla Rota; La Verdad; Milenio; Riodoce; Tabasco Hoy",Subnational-National,"On 11 April 2024, in Villahermosa, Tabasco, according to witnesses, two armed individuals with their face covered shot and killed a man inside a mall in colonia Jose Maria Pino Suarez. The victim was an ex-convict recently released from the Huimanguillo prison who was suspected to be working for a recently fragmented group being responsible for the management of human trafficking. His death is suspected to be related to the fight between organized crime groups in Tabasco. 1 fatality, 2 injured.",1,,1725317936
MEX86111,"10 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Puebla,Esperanza,,Esperanza,18.8584,-97.3751,1,E-Consulta,Subnational,"On 10 April 2024, in Esperanza, Puebla, armed men opened fire at municipal police officers who repelled the aggression and started to chase the perpetrators on the Puebla-Orizaba highway. There were no casualties.",0,,1713223323
MEX86028,"10 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guerrero,Marquelia,,Marquelia,16.5833,-98.8179,1,"El Sol de Acapulco",Subnational,"On 10 April 2024, in Marquelia, Guerrero, unknown armed individuals shot and killed a municipal police officer. 1 fatality.",1,,1719274855
MEX86097,"10 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon",Pesqueria,,Pesqueria,25.7833,-100.0537,1,Milenio,National,"On 10 April 2024, in Pesqueria, Nuevo Leon, armed individuals travelling in two vehicles opened fire at police officers which led to the retaliation and a chase in Colonia Villas Regina. Five individuals were arrested. Two armed individuals were injured. Drugs and weapons were seized at the scene. 2 injuries.",0,,1724714228
MEX86161,"09 April 2024",2024,1,"Political violence",Battles,"Armed clash","Los Escorpiones Gang",,"Political militia","Los Metros Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Tamaulipas,"Rio Bravo",,"Ciudad Rio Bravo",25.981,-98.0901,2,"Borderland Beat",National,"On 9 April 2024, near Ciudad Rio Bravo, Tamaulipas, members of the Los Escorpiones and the Los Metros gangs engaged in an armed clash leading to the death of the commander of the Escorpiones gang together with his bodyguard. 2 fatalities.",2,,1719269357
MEX85952,"08 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-) National Guard; Police Forces of Mexico (2018-) State Police","State forces","State forces-Political militia",,484,"North America",Mexico,Chiapas,"Ocozocoautla de Espinosa",,Ocozocoautla,16.7596,-93.3739,1,"La Jornada; Milenio",National,"On 8 April 2024, in Ocozocoautla, Chiapas, armed men traveling in 15 vehicles opened fire at military officers, the National Guard and state police officers on the Tzu Tzu bridge during patrol. The officers repelled the aggression triggering a chase. Two armed men were killed and two soldiers and one police officer were injured. 2 fatalities, 3 injuries.",2,,1713223323
MEX86071,"08 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Uruapan,,Uruapan,19.4209,-102.0628,1,"La Voz de Michoacan",Subnational,"On 8 April 2024, in Uruapan, Michoacan, there was an armed clash between the municipal police and armed men on a motorcycle in Colonia La Magdalena (drive-by). There were no casualties.",0,,1713223323
MEX86074,"08 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Yurecuaro,,Yurecuaro,20.3411,-102.2824,2,"La Voz de Michoacan",Subnational,"On 8 April 2024, around Yurecuaro, Michoacan, there was an armed clash between armed men and the National Guard during a patrol on the La Piedad -Yurecuaro highway near El Caudillo community. One officer was killed and another one was injured. 1 fatality.",1,,1713223323
MEX85994,"08 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Celaya,,Celaya,20.5215,-100.814,1,"Zona Franca",Subnational,"On 8 April 2024, in Celaya, Guanajuato, an armed man with his accomplice shot a woman who was a police officer guarding a store in Colonia Zona de Oro 2. 1 fatality.",1,,1719274855
MEX86057,"06 April 2024",2024,1,"Political violence",Battles,"Armed clash","Los Caballeros Templarios Gang",,"Political militia","El Barbas de Acahuato Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"Apatzingan de la Constitucion",19.0872,-102.3553,1,"La Voz de Michoacan",Subnational,"On 6 April 2024, in Apatzingan de la Constitucion, Michoacan, there was an armed clash between members of Los Caballeros Templarios gang and members of the El Barbas de Acahuato gang in several colonias including Cristobal Colon, La Joyita and Vista Hermosa. The clashes were recorded on video by the residents and shared on social media. Casualties unknown.",0,,1721086509
MEX86150,"06 April 2024",2024,1,"Political violence",Battles,"Armed clash","CJNG: Jalisco New Generation Cartel",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tabasco,Centro,,"Dos Montes",17.9857,-92.828,1,"El Blog del Narco; Tabasco Hoy",Subnational-National,"On 6 April 2024, in Dos Montes, Tabasco, there was an armed clash between members of the CJNG and the National guard. Three people were killed. 21 people were arrested. The event took place near the internacional airport 'Cap. Carlos A. Rovirosa'. Drugs were also seized. 3 fatalities.",3,,1726526137
MEX85749,"05 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Chiapas,"El Parral",,Jerico,16.2886,-92.966,2,"Diario Contra Poder en Chiapas",Subnational,"On 5 April 2024, near Jerico, Chiapas, military officers repelled an attack and clashed with armed individuals. One armed man was killed. Several vehicles were seized. According to witnesses, the soldiers were ambushed when they were moving to one of the barracks. 1 fatality.",1,,1712617351
MEX85819,"05 April 2024",2024,1,"Political violence",Battles,"Armed clash","CJNG: Jalisco New Generation Cartel",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Zinapecuaro,,"Ojo de Agua del Cuervo",19.7459,-100.7211,1,"La Voz de Michoacan",Subnational,"On 5 April 2024, in Ojo de Agua del Cuervo, Michoacan, there was an armed clash between suspected members of the CJNG and the National Guard during a police patrol. Four vehicles were seized, including a vehicle with the CJNG letters. Casualties unknown.",0,,1712617351
